filename,description
000176.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半。顔は長めの顎線と細い鼻筋が特徴で、目元は鋭く、表情は無表情。体型はスリムで脚が長く、肩幅が広く見える。   外見的な手がかり：黒いオーバーサイズのダブルブレストジャケットに白いシャツを着用。袖は折り返されており、下はスカートまたはミニ丈のスカートと思われる。足元は紫色のハイヒール。手にはグレーのクラッチバッグを持ち、装飾品は確認できない。   行動的な手がかり：T台を堂々と歩いている。歩き方はリズミカルで、足を前に出す際の膝の動きが滑らか。右手を軽く前に出し、左手は自然に下に垂らしている。表情は無表情で、視線は前方をまっすぐ見つめている。    【背景】   時間帯は昼間と思われ、自然光が差し込んでいる。屋内であり、コンクリートの天井や柱が見える。周囲は観客で混雑しており、左右に座っている人々が多数いる。周囲の物体には、観客の服装や、背景の赤い照明、T台の床面が含まれる。
000177.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半。顔は整っており、短めの髪型で、顎に薄いヒゲが見える。体型は中肉中背で、筋肉質な印象はないが、スリムなシルエット。   外見的な手がかり：黒いタートルネックにダークネイビーのダブルブレストジャケットを着用。白いパンツと赤い革靴を組み合わせ、手にはグレーのトートバッグを持ち、ジャケットの左胸に小さな装飾品が付いている。   行動的な手がかり：歩行中で、カメラに向かって正面を向いており、表情はやや真剣で、目線はやや下がっている。手は自然に下に下がり、バッグを持ちながら歩いている。    【背景】   時間帯は昼間で、屋外の都市環境。地域は高層ビルが立ち並ぶ都会の街並みで、歩道には多くの通行人がいる。周囲の混雑度は中程度で、背景には黄色いタクシーと信号機、店舗の看板が見える。周囲の物体には他の通行人、建物、街灯、道路標識が含まれる。
000178.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。顔は黒人特有の肌色で、短めのアフロ風の髪型。顎に軽い髭が生えている。体型は中肉中背で、筋肉質の印象。   外見的な手がかり：黒いチャイナ風のジャケットを着用し、襟元に白いシャツが覗く。左胸に赤いバッジが付いている。袖口は白いリブでアクセント。下は黒いパンツ。   行動的な手がかり：右手で白い物体（おそらくタバコ）を持ち、やや前傾姿勢で歩いている。表情は穏やかで、やや微笑みを含んだ視線をカメラに向ける。    【背景】   時間帯は昼間で、屋外の歩道上。地域は都市部の通りと思われ、周囲には他の通行人が複数いる。混雑度は中程度で、背景には木々や建物が見える。周囲の物体には、後ろに黒いジャケットを着た人物や、ピンクの模様が入ったショートパンツを履いた人物がいる。
000179.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代前半と推測される。顔は整っており、短めの髪型で、顎に薄い髭が見える。体型はスリムで、肩幅が広く、筋肉質の印象。   外見的な手がかり：グレーのダブルブレストスーツにチェック柄のシャツを着用。黒いパンツと茶色の革靴。ジャケットの内側に黒いベストを重ねており、手袋はしていない。   行動的な手がかり：正面を向いて立ち、右手でジャケットのボタンを留めるようなジェスチャーをしている。表情は真剣で、やや下を向いており、落ち着いた雰囲気。    【背景】   時間帯は曇りの日中と推測され、街路は濡れており雨が降った直後か、雨が降っている可能性がある。地域はヨーロッパ風の街並みで、石造りの建物が並ぶ旧市街地。屋外で、周囲の混雑度は低く、数台の車が停車している。周囲の物体には黒いSUVや青い車、建物の窓やバルコニー、道路の石畳が見える。
000180.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。顔はやや長めの顎線を持ち、薄いヒゲと短めの茶色の髪が特徴。体型はスリムで、肩幅がやや広く、細身の体型。   外見的な手がかり：グレーの無地ジャケットに黒の長袖シャツ、ダークグレーのスカーフを首に巻き、黒いデニムパンツを着用。頭にはネイビーのニット帽をかぶり、足元は白とグレーの模様があるローファーを履いている。   行動的な手がかり：立った姿勢で、両手を自然に下に垂らし、視線はやや下向きで、静かで落ち着いた表情。歩き方やジェスチャーは画像では確認できない。    【背景】   屋外の石畳の通りに立っており、背後には大きな黒い木製の二重扉が見える。周囲は静かで混雑はなく、建物の壁は石造りで、ヨーロッパ風の街並みを思わせる。時間帯は曇り空の日中と推測され、地面には落ち葉が数枚見られる。
000181.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代後半から40代前半と推測される。顔はやや丸みを帯びており、金髪のショートヘアが特徴。体型はスリムで、脚が長く見える。   外見的な手がかり：黒いロングスリーブのトップスに白いミニスカート、黒いタイツを着用。足元は黒いハイヒール。手袋は鮮やかなピンク色で、黒いトートバッグを肩にかけている。   行動的な手がかり：立った姿勢で、片手をポケットに入れ、もう片手でバッグを持ち、やや横を向いて微笑んでいる。表情は穏やかで、リラックスした雰囲気。    【背景】   時間帯は曇り空の昼間と推測され、屋外の石畳の広場にいる。地域はヨーロッパ風の都市の中心部と思われ、赤レンガの建物や駐車中の車が見える。周囲の混雑度は低く、数台の車と遠くに1人の歩行者が確認できる。周囲の物体には、建物の窓、街灯、マンホール、駐車された自動車、そして背景の高層ビルが含まれる。
000182.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半。顔は整っており、短めの黒髪と整った顎線が特徴。体型はスリムで筋肉質の印象。   外見的な手がかり：ダークグレーのスーツに白いシャツ、ネクタイを着用。足元は茶色のレザーシューズ。手袋や帽子、眼鏡、装飾品は装着していない。   行動的な手がかり：両手をポケットに入れ、正面を向いて立っており、表情は落ち着いており、やや真剣な印象。歩行中ではなく静止している。    【背景】   時間帯は昼間で、屋外の石畳の通り。地域は都市部の高級商店街と思われ、周囲には「LAMER」などのブランド店舗が見える。混雑度は低く、数人の通行人が遠くに見える。周囲の物体には店舗の看板、街灯、建物の外壁、消防用の階段などがある。
000183.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は50代後半から60代前半と推測される。顔はややしわが寄り、髪は薄めのグレーで後ろにまとめられている。体型はやや痩せ気味で、肩幅が広く、骨格が細い印象。   外見的な手がかり：白地に紫と緑の花柄がプリントされたノースリーブのトップスを着用。裾が黄色に染められたグリーンのワイドパンツを合わせ、足元は茶色のサンダル。首元には細いチェーンのネックレスを身につけている。   行動的な手がかり：立った姿勢で、両手を体の横に自然に下ろし、やや前傾姿勢。表情は穏やかで、視線はやや斜め前方を向いており、リラックスした様子。    【背景】   屋外の環境で、背後には大きな木製の扉が見える。時間帯は昼間と推測され、自然光が当たっている。周囲は静かで混雑はなく、建物の壁や地面がコンクリート製である。周囲の物体として、木製扉とその下部のコンクリートの床が確認できる。
000184.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代後半から40代前半。金髪で肩までの長さ、顔は整っており笑顔が印象的。体型はスリムで脚が長く、健康的な印象。   外見的な手がかり：青い長袖セーターに同系色のミニスカートを着用。首元には大きな貝殻や石を用いた装飾的なネックレス。黒いチェーン付きショルダーバッグを斜めがけ。足元は茶色のストラップ付きハイヒール。左手首には複数のブレスレット。   行動的な手がかり：右足を前に出し、軽やかに歩いている。右手にスマートフォンを持ち、左手は自然に下がっている。笑顔で前を向いており、リラックスした様子。    【背景】   昼間の屋外で、アートが施された壁やグラフィティが見える都市の街並み。周囲には他の通行人が数人おり、やや混雑している。背景には店舗の入り口やガラス扉、壁に描かれた文字や模様が確認できる。
000185.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半。顔は整っており、短めの黒髪、やや濃い眉、目元にわずかなしわがある。体型は中肉中背で、肩幅が広く、筋肉質の印象。   外見的な手がかり：茶色のスエードジャケットを着用し、白いスカーフを首に巻いている。下にはグレーの長袖シャツと黒いパンツ。アクセサリーや装飾品は見当たらない。   行動的な手がかり：両手をポケットに入れ、正面を向いて立っており、やや真剣な表情。視線はカメラに向かっており、静止した姿勢でポーズを取っているように見える。    【背景】   屋内環境で、背景には衣類がハンガーに掛けられたラックが複数並んでいる。照明は天井からのスポットライトで、明るく均一な光が当たっている。周囲の物体には黒やグレーのジャケット、Tシャツなどが確認できる。混雑はなく、静かな空間である。時間帯は明確ではないが、人工照明の使用から室内撮影と推測される。
000186.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔はやや丸みを帯びており、目元が穏やかで微笑みを浮かべている。体型はスレンダーで、肩幅がやや広めに見える。   外見的な手がかり：グレーの長袖トップスに黒のタイトスカートを着用しており、ウエストには赤みがかった茶色のベルトを締めている。ベルトには銀色のハート型のバックルが付いている。   行動的な手がかり：正面を向いて立ち、両手を自然に体の横に下ろしている。表情は穏やかで、やや微笑みを含んだ視線をカメラに向けており、リラックスした姿勢である。    【背景】   屋内環境で、背景は薄いグレーの壁と白いテーブルが確認できる。照明はやや暗めで、人物を照らすように配置されている。周囲の物体として、右側に黒いバッグや物が置かれたテーブルが見えるが、混雑はなく静かな空間である。時間帯は特定できないが、室内照明の状態から室内撮影の可能性が高い。
000187.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代前半から中盤と推測される。顔はやや丸みを帯びており、目元が印象的。体型はスリムで、肩幅が適度に広く、脚長の印象。   外見的な手がかり：グレーブラウンのチェック柄ロングコートに白いシャツ、黒いデニムパンツを着用。茶色のフェルトハットと茶色のレザーハンドバッグを身につけ、首元には装飾的なネックレス、腰には茶色のベルト。足元はダークブラウンのブーツ。   行動的な手がかり：立った姿勢でカメラに向かって微笑み、右手でバッグを持ち、左手は自然に下に垂らしている。表情は穏やかで、リラックスした雰囲気。    【背景】   屋外のコンクリートの地面に立っており、背後は均一なグレーの壁。周囲に他の人物や物体は見えず、混雑はなし。時間帯は曇り空の日中と推測され、都市部の街角や建物の外壁前と思われる。
000188.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は50代後半から60代前半。顔はやや丸みを帯びており、薄い灰色の髪が短く整えられている。体型は中肉中背で、肩幅が広く、やや太めの体型。   外見的な手がかり：ベージュ系のスーツに緑がかった模様のネクタイを着用。左胸には名札が付いたピンが留められている。手には茶色のレザーバッグを持ち、足元は茶色の革靴。   行動的な手がかり：正面を向いて立ち、やや前傾姿勢で、右手をポケットに入れ、左手でバッグを持ち、落ち着いた表情で周囲を見渡している。    【背景】   屋内空間で、明るい照明が特徴。背景には「700」という数字が書かれた看板や、他の来場者が見える。周囲はやや混雑しており、展示会やイベント会場の様子。壁には写真やパネルが設置され、床は白いタイルまたはカーペット。
000189.jpg,【人物属性】   身体的な手がかり：男性3名が写っており、左から順に年齢50代前半、40代後半、40代後半と推測される。顔の特徴は左が笑顔でしわが目立つ、中央が真剣な表情、右が眼鏡をかけたやや丸みのある顔。体型はいずれも中肉中背で、健康的な印象。   外見的な手がかり：左は白いダブルブレストスーツに黒ネクタイ、中央はネイビースーツにデニムシャツ、右はネイビースーツにピンクストライプシャツと青いポケットチーフ。右は眼鏡を着用し、左と右は腕時計を装着。   行動的な手がかり：3人は肩を組み、手を木製の手すりに置き、カメラに向かって微笑みや真剣な表情で立っている。ジェスチャーは親密さを示しており、表情は和やかでリラックスした雰囲気。    【背景】   屋内環境で、木製の手すりや窓枠が見える。照明は柔らかく、室内の温かみのある色調。周囲の物体には木製の枠や壁が確認できるが、混雑はなく静かな空間。時間帯は昼間から夕方と推測される。
000190.jpg,【人物属性】   身体的な手がかり：女性の子供で、見た目年齢は約6〜8歳。顔は丸みを帯びており、瞳は明るく、髪は茶色で二つ編みにされている。体型は小柄で、健康的な印象。   外見的な手がかり：水色の半袖シャツに黒地に白い小花柄のジャンパースカートを重ね着。足元は黒とグレーのスニーカーを履いている。アクセサリーや装飾品は見当たらない。   行動的な手がかり：立った姿勢で、両手を前で組んでおり、やや下を向いて微笑んでいる。表情は穏やかで、自然なリラックスした様子。    【背景】   時間帯は夕方で、柔らかな光が差し込んでいる。地域は田園風景の郊外で、屋外の舗装された道に立っている。周囲の混雑度は低く、人や車の姿は見られない。周囲の物体には木々、草むら、遠くに湖や丘が広がり、自然豊かな環境。
000191.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半。顔はやや丸みを帯びており、短めの髪と薄いヒゲが特徴。体型は中肉中背で、肩幅が広く、筋肉質の印象。   外見的な手がかり：淡いブルーの長袖シャツにダークネイビーのドット柄ネクタイを着用。グレーのストライプ柄のパンツに、チェック柄のジャケットを左腕にかけている。左手首には金属製の腕時計を装着。   行動的な手がかり：右手でジャケットを持ち、左手をポケットに入れ、やや前傾姿勢でカメラに向かって微笑みながら立っている。表情は落ち着いており、自信に満ちた雰囲気。    【背景】   屋外の建物前で、背景には黒い金属製のドアや壁が見える。左側には黒いランプが取り付けられており、照明が点灯していることから、夕方から夜にかけての時間帯と推測される。周囲は静かで混雑はなく、都市部の高級街やオフィス街に位置する可能性がある。
000192.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔はやや長めの顔立ちで、前髪が目元を隠すように垂れている。体型はスリムで、肩幅がやや広く、脚が長めに見える。   外見的な手がかり：黒いロングコートを着用し、その下にダークカラーのトップスと広がりのあるダークブルーのパンツを合わせている。頭にはベージュ系のニット帽をかぶり、手袋はしていない。アクセサリーは確認できない。   行動的な手がかり：両腕を組んで立っており、体をやや横に向けた姿勢で、カメラに向かって正面を向いていない。表情はやや真剣で、口元は閉じており、視線はやや下向きに見える。    【背景】   時間帯は明るい日中で、太陽光が強く、影が短く落ちている。地域は工業地帯または倉庫街と思われる。屋外で、周囲は広いアスファルトの駐車場または空き地である。周囲の混雑度は低く、人物以外の存在はほとんどない。周囲の物体には、背景に並ぶ大型の金属製倉庫やトラックの一部、遠くに小さな建物やゴミ箱が見える。
000193.jpg,【人物属性】   身体的な手がかり：男性は20代後半から30代前半の見た目年齢で、整った顔立ちとやや細身の体型を示している。女性は同年代で、金髪を後ろでまとめ、やや丸みのある体型をしている。   外見的な手がかり：男性は緑色のジャケットにストライプシャツ、白いパンツ、茶色のブーツを着用し、肩に黒いバックパックとグリーンのショルダーバッグを装着。女性はベージュのダウンベストに白いシャツ、濃紫色のパンツ、茶色のフラットシューズを着用し、手には茶色のトートバッグを持っている。   行動的な手がかり：男性は腕を組み、やや横を向いて女性と会話している様子。女性は右手でタバコを持ち、男性に話しかけている姿勢で、表情は穏やかだが集中している。    【背景】   時間帯は昼間の屋外で、建物のガラス窓と黒い装飾的な金属製のフェンスが見える。地域は都市部の街並みと思われ、周囲は静かで混雑は少ない。周囲の物体には白い壁、赤い内装の店舗、石造りの柱、そして地面に敷かれたコンクリートの歩道がある。
000194.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔はやや細長く、目が大きく、鼻筋がはっきりしている。体型はスリムで、肩幅が狭く、細身のシルエットを呈している。   外見的な手がかり：黒いロングドレスにベージュのロングコートを羽織り、黒いブーツを履いている。頭には白い編み込みのニット帽をかぶり、手袋はしていないが、コートのポケットに手を入れている。アクセサリーや装飾品は見当たらない。   行動的な手がかり：歩行中で、やや前傾姿勢で歩いている。表情は穏やかで、やや下を向いており、視線は前方やや下に向けられている。手はコートのポケットに入れており、リラックスした様子。    【背景】   時間帯は曇り空の日中と推測され、影が柔らかく、明るさは均一。地域は都市部の街並みで、建物は黒い金属製の格子や窓枠が特徴的なアパートやオフィスビルが並ぶ。屋外で、周囲の混雑度は低く、人物以外の通行人は見られない。周囲の物体には、黒い金属製のフェンスやベンチ、コンクリートの歩道、建物の壁面が確認できる。
000195.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半。顔は整っており、短めの茶色の髪と薄いヒゲが特徴。体型は中肉中背で、肩幅が広く、筋肉質の印象。   外見的な手がかり：ダークグリーンのコートにチェック柄のスカーフを巻き、赤・緑・黒のチェック柄のパンツを着用。白いスニーカーと腕時計を身につけている。   行動的な手がかり：石段に座り、両手を膝の上に置き、やや前傾姿勢でカメラをまっすぐに見つめている。表情は落ち着いており、やや真剣な印象。    【背景】   屋外の石造りの階段に座っており、背後には赤いドアとコンクリートの壁が見える。周囲は静かで混雑はなく、日中の自然光が差し込んでいる。周囲の物体には階段の石段、壁、ドア、そして地面に散らばるわずかな小石や汚れが確認できる。
000196.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。顔は整っており、黒髪の短めの髪型。体型はスリムで、肩幅が広く、筋肉質の印象。   外見的な手がかり：チェック柄のダブルブレストジャケットに緑色のパンツを着用。内側にはグレー系のトップスが見える。左手にダークブラウンのレザーバッグを持ち、指にはタトゥーが確認できる。   行動的な手がかり：正面を向いて立っており、表情は落ち着いており、やや真剣な印象。右手は自然に下に下がり、左手でバッグを持ち、静止したポーズをとっている。    【背景】   屋外の石畳の広場で、背景には白い壁とガラス窓のある建物が見える。建物の壁には「MUSEE」という文字が縦に刻まれており、美術館や博物館の前と思われる。周囲は静かで混雑はなく、日中の明るい光が差し込んでいる。周囲の物体には植木鉢や情報掲示板が確認できる。
000197.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代後半から40代前半と推測される。顔は整っており、目元が印象的で、肌は均一な色調。体型はスレンダーで、肩幅がやや広く、脚が長めの印象。   外見的な手がかり：黒いボレロ風のジャケットにグレーのロングスカートを着用。黒いレース風のトップスが覗いており、膝丈のグレーのタイツと黒いハイヒールを履いている。手には黒いレース調のハンドバッグを持ち、首元には装飾的なスカーフが見える。   行動的な手がかり：正面を向いて立ち、やや微笑みを浮かべており、リラックスした表情。右手でバッグを持ち、左手は自然に下に垂らしている。歩行中ではなく、静止している様子。    【背景】   時間帯は昼間で、日差しが強く、影がはっきりしている。屋外のコンクリート敷地で、背景には建物と金属製の柱や屋根が見える。周囲は比較的閑散としており、混雑は少ない。周囲の物体には、手すり、植え込み、遠くに建物の窓や壁、そして黒いポール状の物体が確認できる。
000198.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半と推測される。顔はやや長めの顔立ちで、黒髪のロングヘアが肩にかかる。体型は中肉中背で、ややスラリとした印象。   外見的な手がかり：青と白のストライプが入った長袖Tシャツに、黒のカーディガンを羽織っている。首元にはグレーのスカーフを巻いている。下はデニムのジーンズを着用。   行動的な手がかり：両手をポケットに入れ、カメラに向かって正面を向いて立っている。表情は穏やかで、やや微笑みを含んだ自然な顔つき。    【背景】   屋外の石造りの建物の前で撮影されており、壁には風化した痕跡が見られる。時間帯は昼間と推測され、周囲は静かで混雑は見られない。背景には古風な建物の壁や、左側にわずかに見える赤い物体（おそらくゴミ箱）がある。
000199.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半。赤みがかったロングヘアで、顔はやや長めの顔立ち。体型はスレンダーで、肩幅がやや広め。   外見的な手がかり：オレンジ色のファーコートを着用し、その下に花柄のスカートと黒いレース風タイツを合わせている。足元は赤いレースアップブーツ。サングラスを頭に載せている。   行動的な手がかり：正面を向いて立ち、両手をコートのポケットに入れ、やや真剣な表情でカメラを見つめている。静止しており、歩行やジェスチャーは見られない。    【背景】   時間帯は昼間で、日差しが強く影がはっきりしている。都市部の屋外で、建物の看板に「SUPPLY」の文字が見える。周囲は比較的閑散としており、混雑は少ない。背景には金属製の棚や自転車の一部、ガラス張りの店舗が確認できる。
000200.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半。顔は整った輪郭を持ち、目元が印象的で、肌は均一な色調。体型はスリムで脚が長く、筋肉質の印象。   外見的な手がかり：ブラウンの一体型水着風ボディスーツを着用し、ウエストに幅広のベルトを装着。肩にはストラップが見え、足元は同系色のハイヒールサンダル。   行動的な手がかり：堂々とした歩き方で、カメラに向かってまっすぐ進む。手は自然に下に垂らし、表情は落ち着いており、やや前を見据えたまっすぐな視線。    【背景】   時間帯は夜間で、屋内空間。照明が強いため、周囲は暗く、スポットライトがモデルを照らしている。周囲の混雑度は中程度で、両脇に観客が座っている。周囲の物体には、観客の椅子や、後方の他のモデルが見える。
000201.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔はやや丸みを帯びており、目元が印象的。体型はスリムで、肩幅がやや広め。   外見的な手がかり：黒と白のチェック柄のロングシャツを着用し、ウエストに紐で結んでいる。首元には赤いスカーフを巻き、黒いレギンスを合わせている。左手首にはブレスレット、右手には細身のバッグを提げている。   行動的な手がかり：正面を向いて立ち、両手を自然に下に垂らしている。表情は穏やかで、やや微笑みを含んでおり、視線はカメラに向かっている。    【背景】   屋外の公園または緑地帯と思われる場所で、周囲には木々や低木が植えられている。地面は赤茶色のレンガ敷きで、背景には建物の一部がぼんやりと見える。時間帯は昼間で、自然光が強く、影が短い。周囲の混雑度は低く、人物以外の人物や移動物体は確認できない。
000202.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔は整っており、目元が印象的で、髪は黒く後ろで束ねられている。体型はスリムで、肩幅が適度に広く、細身のシルエットを保っている。   外見的な手がかり：ベージュのタートルネックセーターに白いスキニージーンズを着用し、茶色のロングブーツを履いている。手首には細いブレスレットが見え、装飾品は控えめである。帽子や眼鏡、バッグは装着していない。   行動的な手がかり：立った姿勢で、両手を胸の前で軽く組んでおり、自然な笑顔を浮かべている。表情は穏やかで、視線はやや下向きだがカメラに向かっており、リラックスした雰囲気を醸し出している。    【背景】   屋外の場所で、背景は単色の淡い黄色の壁が広がっており、周囲に他の人物や物体は確認できない。混雑度は低く、静かな環境である。時間帯は明るさから昼間と推測され、地域は都市部の建物の外壁と思われる。周囲の物体は壁と地面のみで、特に目立つ装飾や看板はない。
000203.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔はやや長めの顔立ちで、目元が印象的。体型はスリムで、脚が長く見える。   外見的な手がかり：カラフルなストライプ模様のトップスにオレンジ系のフリルスカートを着用。足元は黒いストラップサンダル。肩に青いジャケットをかけ、白いストラップのバッグを斜めがけにしている。   行動的な手がかり：階段に座り、両足を組んでリラックスした姿勢。手は膝の上に置き、カメラに向かってやや真剣な表情で見つめている。    【背景】   屋外の緑豊かな環境で、木製の階段と緑色の金属製手すりが見える。時間帯は昼間と推測され、自然光が強く、影がはっきりしている。周囲は静かで混雑はなく、背景には木々や植物が生い茂っている。
000204.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は40代後半から50代前半。顔の特徴として、ややくすんだ肌色と目元のしわ、やや下がった目の位置が見られる。体型は中肉中背で、肩幅がやや広め。   外見的な手がかり：黒い半透明の長袖トップスに、肩部分にゴールドの装飾が施されたデザイン。耳には大きなシルバーのイヤリングを着用。   行動的な手がかり：座った姿勢で、やや横を向いており、視線は斜め上に向けられている。表情はやや真剣で、口元は閉じており、眉間にわずかなしわが見える。    【背景】   屋内環境で、周囲には他の人物が複数おり、混雑度は中程度。背景には白い壁と赤みがかった照明が見える。周囲の物体として、他の参加者の肩や背中、一部の家具の端が確認できる。時間帯は室内照明が主であることから、夕方から夜にかけてと推測される。
000205.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半。顔には濃い茶色の長めのひげと髭があり、目元はやや真剣な印象。体型は中肉中背で、肩幅が広く、筋肉質の印象。   外見的な手がかり：紺色のブレザーに白いシャツを着用し、黒いフェルトハットを被っている。手には茶色の紙コップを持ち、膝の上には黒と白の模様の布製バッグが置かれている。   行動的な手がかり：木製のテーブルに座り、コップを持ちながら飲む動作をしている。右手をテーブルに置き、左手でコップを持ち上げるジェスチャー。表情は落ち着いており、やや横を向いて周囲を観察している様子。    【背景】   屋外のカフェテラスと思われる場所で、日中の明るい光が差し込んでいる。背景にはガラス張りの店舗があり、店内に別の人物がぼんやりと見える。周囲は比較的静かで混雑はなく、テーブルの上には赤い缶飲料と黒い布製の物が置かれている。
000206.jpg,【人物属性】   身体的な手がかり：性別は女性で、見た目年齢は約6〜8歳の幼児。顔は丸みを帯びており、赤みがかったカールした髪が特徴。体型は小柄で、健康的な印象。   外見的な手がかり：グレー地にピンクの幾何学模様が入ったロングスリーブのワンピースを着用。首元には細いゴールドのネックレスを身につけている。   行動的な手がかり：正面を向いて立ち、両手を体の横に自然に下ろしている。表情は真剣で、やや無表情ながらもカメラに意識している様子。    【背景】   時間帯は昼間の屋外で、日差しが明るく、影が短い。地域は都市部の通りで、店舗のガラス窓に「kidrobot」というロゴが見える。屋外のコンクリート地面に、壁や排水溝、スプレー塗装されたポールが点在。周囲の混雑度は低く、人物以外の動く物体は確認できない。周囲の物体には、店舗のディスプレイに並ぶ大きなフィギュア（ミッキーマウス風、白いロボット、ピンクのウサギなど）や、壁に貼られたステッカー、地面に置かれた金属製の蓋がある。
000207.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。顔はやや丸みを帯びており、黒髪のショートヘア。体型は中肉中背で、肩幅がやや広い。   外見的な手がかり：ベージュ地に青と赤の雪の結晶模様が入ったセーターを着用。下はダークブルーのジーンズ。足元は茶色のブーツ。右手に黒いトートバッグを持ち、内側のシャツはチェック柄。   行動的な手がかり：正面を向いて立ち、両手をポケットに入れ、やや無表情でカメラを見つめている。歩行中ではなく、静止した姿勢。    【背景】   時間帯は夕方から夜にかけての薄暗い時間帯。都市部の街角で、屋外。周囲は比較的静かで混雑は少ない。背景には赤い車と黒い車が停車しており、オレンジ色の道路標識や舗装された道路が見える。
000208.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半。顔には短いヒゲと軽い髭があり、目元にわずかなしわが見られる。体型は中肉中背で、肩幅が広く、スリムなシルエット。   外見的な手がかり：濃紺のスーツにグレーのシャツ、赤と白のストライプ柄ネクタイを着用。ジャケットのポケットにはグレーのスカーフが折り込まれ、手袋は着用していない。   行動的な手がかり：右手をやや前に出し、左手をポケットに入れながら歩いている。顔にはやや無表情で、視線はやや斜め前方を向いており、煙を吐いている様子。    【背景】   時間帯は昼間で、太陽光が強く、影がはっきりしている。地域はヨーロッパ風の石畳の路地で、両側に古い建物が並ぶ。屋外であり、周囲の混雑度は低く、人物以外の人が見られない。周囲の物体には赤い円形の道路標識、壁に取り付けられた窓、左側に駐車されている自転車が確認できる。
000209.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。顔には短いヒゲがあり、黒髪のカールした髪型。体型は中肉中背で、肩幅が広く、スリムなシルエット。   外見的な手がかり：黒を基調とした北欧風の幾何学模様が施されたジャケットを着用。内側には淡いブルーのストライプシャツ。黒いパンツとベルト。アクセサリーは特になし。   行動的な手がかり：歩行中で、やや右斜め前方を見つめ、表情は落ち着いており、やや真剣な印象。手は自然に体の横に下がっており、歩き方はリズミカルで堂々としている。    【背景】   屋内環境で、ガラス張りの壁や天井が確認でき、照明は明るく人工光。周囲には複数の観客が座っており、混雑度は中程度。背景の人物はぼやけており、イベント会場またはファッションショーの様子。周囲の物体には椅子や観客の服装、壁面の装飾が見られる。
000210.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半。顔は禿頭で、顎に薄いヒゲが生えている。体型はスリムで、肩幅が広く、筋肉質の印象。   外見的な手がかり：黒いスーツに白いシャツを着用し、ネクタイはしていない。左胸ポケットに手ぬぐいが入っている。革靴は茶色で、光沢がある。   行動的な手がかり：右足を前に出し、左足を後ろに引く歩行中。両手は自然に下に垂れ、指は軽く曲がっている。表情は真剣で、視線はやや前方を向いている。    【背景】   時間帯は昼間で、太陽光が強く、影がはっきりしている。地域はヨーロッパ風の建物が見える都市部の屋外。周囲は静かで混雑はなく、石造りの階段と木製のドア、金属製の小テーブルが見える。
